Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
SDSS J093858.88+044343.9,,J09385888+0443438,144.74541666666667,4.728888888888889,49.0,?,L0,,22.05,,19.23,,15.24,14.5,14,,,,,,,,,,2010.0,,,144.74533490872,4.72884623714,0.0099263,0.0063086,126.6,3851468354540078208,144.74531133753,0.4666,4.72865727737,0.4453,15.4483,0.5232,29.5262,42.843,-5.285,0.54,-42.516,0.464,337,0.4168,385.25,0.88,0.7311,95,1.1336,0.0903,16,1.015,false,207.893,0.789287,19.892767,34.7302,6.03409,21.486774,358.585,18.361414,1.892,3.125361,,,0,,,113671447452934958,,,,0.004958,0.188659,0.022641,19.867176,0.004879,212.851,0.392,8.8121,7.7896,-0.4096,0.331085
SDSS J093906.46+341257.4,,J09390651+3412574,144.77708333333334,34.215833333333336,40.8,7.8,L0,,22.22,,19.75,,15.58,14.88,14.3,,,,,,,,,,2008.0,,,144.77704028341,34.21598923131,0.0123465,0.0073046,101.82,797324875655660288,144.77651879943,0.5713,34.21565963117,0.3789,17.0214,0.8423,20.2092,122.122,-97.026,0.756,-74.16,0.459,433,2.39,543.13,1.419,1.489,95,1.2625,0.1169,16,1.082,false,153.6,0.724035,20.221388,35.4556,8.55399,21.464329,276.559,18.643427,2.031,2.820902,,,0,,,149051447767899462,1237661382235062568,,,0.005812,0.261959,0.033031,20.19841,0.005718,156.885,0.577,12.1771,7.5837,-0.215,0.575679
SDSS J094043.19+565049.1,,J09404316+5650492,145.18,56.846944444444446,66.4,12.7,L0,,22.4,,19.8,,15.71,14.9,14.28,,,,,,,,,,2008.0,,,145.17988090606,56.84702300887,0.0098247,0.0089882,69.08,1025241335308656384,145.17979336331,0.475,56.84691792976,0.3569,14.8317,0.5621,26.3859,25.981,-10.772,0.61,-23.643,0.562,491,3.6723,682.98,2.616,4.311,95,1.1781,0.1174,23,1.119,false,141.454,0.602972,20.310831,30.2008,3.63915,21.638496,267.578,18.67927,2.105,2.959227,,,0,,,176211451798167030,1237653614260519764,,,0.005386,0.130859,0.028485,20.285806,0.005296,144.752,0.63,9.722,9.0991,0.0593,0.367381
SDSS J094134.92+100942.1,,J09413492+1009428,145.39541666666668,10.161944444444444,35.9,6.8,L0,,21.12,,18.78,,14.58,13.78,13.37,,,,,,,,,,2008.0,,,145.39554349832,10.16192176282,0.0105644,0.0055406,128.2,588750719616673024,145.39528797829,0.442,10.16067380002,0.4404,19.4268,0.4348,44.6847,286.437,-56.59,0.542,-280.792,0.465,382,1.7393,500.14,1.08,3.018,95,1.1411,0.0672,14,1.063,false,364.473,0.936038,19.283203,35.4197,5.1653,21.46543,644.647,17.72459,1.866,3.740839,,,0,,,120191453954293920,1237660670887526594,,,0.00392,0.158359,0.01496,19.257612,0.003874,373.166,0.279,8.9814,7.8511,-0.5576,0.456789
SDSS J134228.41-002705.6,,J13422841-0027055,205.61833333333334,-0.45166666666666666,58.7,11.2,L0,,22.2,,19.7,,15.59,14.88,14.3,,,,,,,,,,2008.0,,,205.61834008776,-0.45152889842,0.0149746,0.0101691,109.52,3661915333050345728,205.61780293601,0.8075,-0.4514469695,0.5303,17.7105,0.8869,19.9682,122.253,-120.855,0.908,18.434,0.659,276,3.5167,404.73,3.082,4.707,95,1.1475,0.1747,14,1.154,false,144.458,0.735906,20.28801,37.7633,7.2492,21.395868,260.708,18.707508,2.066,2.68836,,,0,,,107452056180168642,1237671990805398534,108067223,,0.006179,0.208441,0.031994,20.267151,0.006085,147.26,0.632,14.5173,10.8119,-0.2424,0.496561
SDSS J094427.31+641037.3,,J09442733+6410372,146.11375,64.17694444444444,44.8,8.7,L0,,22.95,,20.95,,16.67,15.88,15.46,,,,,,,,,,2010.0,,,146.11373575955,64.17711797064,0.0063006,0.0033798,18.39,1064587187109857408,146.11373575955,3.7731,64.17711797064,6.0732,,,,,,,,,45,2.4176,64.83,4.709,0.9534,3,,,6,,false,58.2103,1.67975,21.274868,,,,83.8944,19.938562,,,,,0,,,185011461138213323,1237663546909197122,,,0.031452,,0.233911,21.274868,0.031452,58.2103,,3.7731,6.0732,0.3693,0.625093
SDSS J094903.15+264944.2,,,147.26333333333332,26.828888888888887,59.6,11.4,L0,,,,20.64,,16.22,15.55,15.11,,,,,,,,,,2010.0,,,147.26331655964,26.82877539376,0.0037408,0.0015566,143.62,646933954381434240,147.26331655964,2.5483,26.82877539376,3.15,,,,,,,,,113,1.3449,128.25,3.55,1.02,3,,,8,,false,72.6796,1.08282,21.033836,36.7268,9.21527,21.426083,143.69,19.354332,2.482,2.071751,,,0,,,,,,,0.016409,0.27244,0.068127,21.033836,0.016409,72.6796,1.137,2.5483,3.15,-0.6883,0.41212
SDSS J133731.17+493836.8,,J13373116+4938367,204.38,49.64361111111111,22.0,2,L0,,,,,,13.77,13.04,12.58,,,,,,,,,,2007.0,,,204.37985383328,49.64352180713,0.0026248,0.0020252,18.5,1558581651047392512,204.38018269563,0.1142,49.64379934758,0.1404,36.2231,0.1719,210.7405,78.71,47.914,0.131,62.446,0.161,467,1.395,908.5,1.195,11.87,95,0.9727,0.0378,28,1.046,false,802.24,1.31943,18.426605,48.44,5.69244,21.125532,1476.81,16.824583,1.901,4.300949,,,0,,,167572043801003168,1237661957221843243,,699235626,0.003283,0.127621,0.006846,18.401014,0.003261,821.374,0.239,2.0934,2.5708,0.1559,0.468465
DENIS-P J0953213?101420,,J09532126-1014205,148.33875,-10.239166666666666,22.0,1,L0,,,,,16.82,13.47,12.64,12.14,12.11,11.76,11.4,10.76,,,,,,2002.0,,,148.33863683496,-10.23906988682,0.0054961,0.0032956,145.93,3769934860057100672,148.33826711935,0.2136,-10.23937159741,0.253,28.022,0.2534,110.6018,106.347,-81.861,0.254,-67.885,0.299,199,4.0363,456.9,1.383,11.97,95,1.0412,0.0534,13,1.21,false,793.562,2.69722,18.438416,39.2327,5.18309,21.354422,1522.14,16.791761,1.968,4.56266,,,0,,,95711483384073275,,89833294,,0.004605,0.143465,0.009579,18.412825,0.004537,812.488,0.269,4.1149,4.9129,-0.4441,0.531144
2MASS J09555995-7342489,,J09555995-7342489,149.0,-73.71361111111112,46.1,5.7,L0,,,20.46,,18.46,15.05,14.35,13.86,,,,,,,,,,2012.0,,,148.9997847903,-73.71361331066,0.0073698,0.00634,44.43,5205989890240229120,148.99693310941,0.3216,-73.71335538039,0.351,21.3062,0.3912,54.4634,189.066,-179.937,0.426,58.039,0.43,314,4.6267,460.82,1.97,3.976,95,1.3371,0.1039,27,1.191,false,216.366,0.816165,19.849396,38.1791,5.02275,21.383976,388.741,18.273745,1.973,3.110231,,,0,,,,,453434433,,0.004936,0.142864,0.023959,19.823805,0.004857,221.526,0.476,6.8639,6.8845,0.1493,0.217415
SDSS J133506.46+431725.1,,J13350647+4317245,203.77708333333334,43.290277777777774,50.2,9.6,L0,,24.18,,20.62,,16.45,16.2,15.38,,,,,,,,,,2008.0,,,203.77622943253,43.29057028042,0.0019805,0.0013964,31.76,1501749372475279360,203.77622943253,1.5801,43.29057028042,1.8374,,,,,,,,,107,3.7033,163.65,6.538,3.975,3,,,11,,false,73.7359,1.12384,21.01817,20.0546,10.0846,22.083004,187.179,19.067255,2.81,3.015749,,,0,,,,,,,0.016776,0.545974,0.188558,21.01817,0.016776,73.7359,1.327,1.5801,1.8374,0.3041,2.472952
SDSS J095908.97+312557.3,,J09590895+3125570,149.7875,31.4325,39.6,7.5,L0,,22.47,,19.39,,15.42,14.8,14.29,,,,,,,,,,2008.0,,,149.78732621543,31.43254856346,0.0100629,0.0068623,116.29,745029319499693568,149.78765757801,0.4291,31.43261929789,0.3688,13.1364,0.4857,27.0468,65.576,63.616,0.583,15.915,0.459,434,3.1764,620.02,2.032,5.195,95,0.9259,0.0901,20,1.11,false,209.953,0.804921,19.882063,43.2587,7.29395,21.24836,375.46,18.311487,1.994,2.936873,,,0,,,145711497875639702,1237664878342242617,,,0.004992,0.18309,0.018916,19.857355,0.004914,214.785,0.523,9.5203,7.5972,-0.2974,0.561717
SDSS J095916.66+364157.6,,J09591665+3641578,149.81958333333333,36.69944444444444,48.2,9.2,L0,,22.88,,19.9,,15.94,15.26,14.76,,,,,,,,,,2008.0,,,149.81938387386,36.69935917487,0.0130545,0.0080477,119.8,796722274565321600,149.8196075958,0.6134,36.6992406409,0.4757,13.1518,0.7462,17.6256,48.376,40.36,0.741,-26.67,0.581,442,4.6359,663.78,3.507,6.826,95,1.1042,0.1447,22,1.16,false,128.252,0.690706,20.417204,34.3992,3.92422,21.49717,237.732,18.807674,2.122,2.689495,,,0,,,152031498195769811,1237661137958535835,,,0.006464,0.123891,0.030997,20.396327,0.006363,130.742,0.687,12.0135,9.532,-0.3979,0.652447
SDSS J100259.88+093950.0 B,x,,150.74958333333333,9.66388888888889,540.0,30,L0,,,,,,,,,,,,,,,78.0,420.0,,2011.0,UNCON,,150.7495439826,9.66387620073,0.0058259,0.0030171,123.27,3878401098020919552,150.74952452516,0.2678,9.66393688545,0.2206,2.1308,0.3104,6.8645,14.32,-4.316,0.318,13.654,0.247,394,0.2595,407.95,0.0,0.0,31,,,12,1.008,false,414.354,0.828182,19.14394,311.66,6.26616,19.10434,146.925,19.330154,1.107,-0.225815,,,0,,,119591507495147233,1237660669279141944,,,0.003507,0.022007,0.042246,19.14394,0.003507,414.354,-0.042,5.1444,4.0718,-0.5439,0.146933
DENIS-P J1004403?131818,,J10044030-1318186,151.16791666666666,-13.305277777777778,18.25,1.86,L0,,,,,17.8,14.69,13.88,13.36,13.17,12.77,12.48,12.21,,,,,,2010.0,,,151.16789697165,-13.30528314585,0.0073274,0.0064419,80.72,3765325471089276288,151.16733707672,0.4598,-13.30615376574,0.374,40.4376,0.5054,80.0081,231.089,-122.595,0.458,-195.889,0.405,193,1.4355,255.33,1.501,1.981,95,0.8908,0.1102,14,1.073,false,218.142,0.979508,19.840519,39.4466,9.47829,21.348518,393.851,18.259565,1.986,3.088953,,,0,,,92031511675753391,,89086182,,0.0056,0.260897,0.032301,19.814928,0.005501,223.344,0.492,7.3057,6.4665,0.0411,0.071654
SDSS J100442.60+614628.5,,J10044261+6146287,151.1775,61.77472222222222,56.0,?,L0,,22.22,,19.7,,15.55,14.79,14.28,,,,,,,,,,2008.0,,,151.17765324811,61.77461990824,0.0073913,0.0048594,27.24,1051212349711087488,151.17692982964,0.2661,61.77430846502,0.321,15.2421,0.4417,34.5073,104.098,-76.98,0.34,-70.075,0.428,612,1.6604,751.21,1.759,2.96,95,0.9775,0.0889,28,1.048,false,157.951,0.60397,20.191063,26.9074,3.64391,21.763865,284.9,18.611164,1.974,3.1527,,,0,,,182121511769989987,1237668672937263865,,,0.004983,0.147061,0.019688,20.165472,0.004902,161.718,0.471,5.4875,6.9378,0.3316,0.451382
SDSS J140909.45+432749.9,,J14090944+4327500,212.28958333333333,43.46388888888889,46.2,8.9,L0,,22.58,,20.15,,15.92,15.11,14.61,,,,,,,,,,2008.0,,,212.28941529761,43.46389752042,0.0151412,0.0090435,31.58,1504580919859813632,212.28901327982,0.5452,43.46370642724,0.618,16.8019,0.7575,22.1819,78.479,-65.652,0.685,-42.996,0.851,389,6.0881,648.05,4.357,7.909,95,1.2174,0.1551,26,1.227,false,112.139,0.645743,20.562977,36.2831,7.09679,21.439281,188.491,19.059668,2.004,2.379614,,,0,,,160152122890577137,1237661433779978599,,,0.006832,0.212383,0.038128,20.547444,0.006751,113.755,0.615,11.0558,13.7408,0.4331,0.44016
SDSS J171319.23+292816.1,,,258.33,29.47111111111111,79.0,?,L0,,,,,,16.23,15.59,14.86,,,,,,,,,,2010.0,,,258.33011167672,29.47114979835,0.02911,0.0237546,23.52,4575618463625053952,258.33000833211,1.1585,29.47114662429,1.4275,7.8175,1.5411,5.0726,20.256,-20.244,1.55,-0.714,1.771,159,6.1517,294.55,6.615,5.343,95,0.4923,0.4369,16,1.369,false,,,,,,,143.396,19.356552,,,,,0,,,143362583300316002,1237655374653097705,,,,,0.069206,,,,,24.6857,28.3247,0.1482,0.376706
SDSS J121950.22+654136.5,,J12195024+6541365,184.95916666666668,65.69361111111111,69.0,13.2,L0,,22.72,,19.78,,15.61,15.09,14.57,,,,,,,,,,2008.0,,,184.95923496723,65.69347287448,0.0103711,0.009153,45.39,1681017832781354368,184.95860831993,0.434,65.69347181657,0.4163,13.4108,0.4834,27.7427,58.037,-58.036,0.605,-0.238,0.607,287,2.3128,377.93,1.792,2.15,95,0.9755,0.1342,25,1.098,false,149.793,0.778524,20.24864,36.2109,7.17926,21.441444,260.592,18.707993,1.981,2.733452,,,0,,,186831849589082928,1237651067353170752,,,0.00628,0.215279,0.034999,20.227045,0.00618,152.802,0.54,9.7894,9.7727,0.1243,0.507839
SDSS J010840.48+134739.2,,J01084048+1347390,17.16875,13.794166666666667,72.8,14.1,L0,,22.87,,20.46,,16.29,15.72,,,,,,,,,,,2008.0,,,17.16898355563,13.79422090036,0.0059549,0.0015072,83.99,2584968707534858240,17.16898355563,5.9242,13.79422090036,1.6235,,,,,,,,,63,2.691,91.17,4.575,2.067,3,,,6,,false,76.6163,1.08993,20.976564,32.3743,17.7941,21.563042,100.57,19.741722,1.735,1.82132,,,0,,,,,,,0.015689,0.596768,0.153991,20.976564,0.015689,76.6163,0.424,5.9242,1.6235,0.3595,0.839567
LSPM 1735+2634 B,x,J17351296+2634475,263.8041666666667,26.58,14.99,0.31,L0,,,,,,12.33,11.66,,11.18,,,,,,78.0,3.2,20.0,,,,263.80404039908,26.57973755673,0.0136498,0.009868,12.68,4594186745414679680,263.80474400128,0.4838,26.57845253457,0.6639,64.3292,0.7493,85.8558,321.933,141.579,0.629,-289.13,0.832,440,143.2617,332327.22,7.895,9162.0,95,0.9382,0.165,29,8.735,false,8454.06,55.2849,15.869704,317.573,9.42196,19.083935,18756.8,14.064997,2.256,5.018938,,,0,,,139892638045175314,1237665569841545534,,583217474,0.007616,0.032333,0.004098,15.853539,0.007518,8580.87,0.493,10.0827,13.492,0.14,1.028542
ULAS J033350.84+001406.1,,,53.461666666666666,0.23500000000000001,,,L0,,,,,,16.02,15.70 >,16.63,,15.08,14.77,,,,,,,,,,53.46144261246,0.23505802913,0.0087318,0.005802,41.68,3264554308968041728,53.46487500162,0.4045,0.23476270902,0.3987,8.5521,0.5294,16.1535,775.134,772.281,0.454,-66.447,0.474,201,-0.3227,205.48,0.0,0.0,95,1.223,0.1152,14,0.982,false,201.221,1.00805,19.928186,30.0569,6.25164,21.64368,325.22,18.467451,1.766,3.17623,,,0,,,108280534637482295,1237666301093871925,76175639,,0.006097,0.225843,0.031959,19.902595,0.005984,206.02,0.259,7.2452,7.5773,0.3852,0.833202
2MASS J18244550-7128196,,J18244550-7128196,276.18958333333336,-71.47222222222223,65.0,?,L0,,,,,,15.68,15.29,14.85,,,,,,,,,,,,,276.18970375659,-71.47208548087,0.0015615,0.0012382,176.74,6419286059368277888,276.18963476413,0.0529,-71.47290699949,0.0693,2.1508,0.0976,22.0476,184.907,-4.933,0.077,-184.842,0.097,590,1.4512,664.32,0.144,0.3567,31,,,29,1.042,false,1312.97,1.1523,17.891727,397.541,4.73656,18.840086,1308.35,16.956089,1.299,1.883997,,,0,,,,,482848106,,0.002915,0.013234,0.006019,17.891727,0.002915,1312.97,-0.02,1.2394,1.5605,-0.0266,0.511181
SDSSp J225529.09-003433.4,,J22552907-0034336,343.87125,-0.5761111111111111,61.77,9.88,L0,,,,19.84,,15.65,14.76,14.44,14.33,,13.72,,,,,,,2002.0,,,343.87118007799,-0.57601578328,0.0155645,0.0107592,103.17,2651588258793809280,343.87103603618,0.674,-0.57680936314,0.5244,16.9017,0.7655,22.0782,181.473,-32.408,0.961,-178.555,0.688,150,0.704,173.08,1.216,0.6605,95,0.8939,0.1737,13,1.039,false,142.57,1.06701,20.302294,25.0885,4.77292,21.839853,254.637,18.733093,1.962,3.10676,,,0,,,107303438710118621,1237666407361610571,7759810,,0.00858,0.206572,0.040009,20.276703,0.008401,145.971,0.465,15.3521,11.0601,-0.1653,0.425592
DENIS-P J0304322-243513,,J03043226-2435136,46.13458333333333,-24.58722222222222,26.7,4.8,L0,,,,,17.29,13.97,13.34,,12.94,,,,,,,,,2011.0,,,46.13440899521,-24.58712278442,0.0036909,0.0024206,6.48,5074762692133598848,46.13421676596,0.1218,-24.5872173916,0.1622,33.9069,0.2198,154.2791,44.721,-39.33,0.15,-21.287,0.231,594,4.9463,1035.79,1.18,9.716,95,1.1002,0.0333,22,1.147,false,616.875,0.992242,18.711874,36.5828,5.59904,21.430351,1123.02,17.121923,1.88,4.308428,,,0,,,78490461342095696,,17639075,,0.003262,0.166197,0.008732,18.686283,0.003241,631.588,0.217,2.4409,3.6775,0.097,0.67369
2MASS J21574904-5534420,,J21574904-5534420,329.45416666666665,-55.57833333333333,25.0,2,L0,,,,,,14.26,13.44,13,,,,,,,,,,2000.0,,,329.45438596794,-55.57833131789,0.0028013,0.002593,177.48,6412958026349034880,329.4547536829,0.1394,-55.57841792972,0.1266,29.2974,0.1945,150.6598,50.666,46.769,0.163,-19.488,0.172,535,2.4835,759.73,0.916,4.258,95,1.1406,0.0401,26,1.077,false,521.471,0.924065,18.89429,36.2524,4.51919,21.440199,955.425,17.297403,1.902,4.142796,,,0,,,,,488836424,,0.003361,0.135375,0.009489,18.868699,0.003335,533.908,0.262,2.5935,2.8009,-0.0068,0.446338
SDSS J003902.47-003000.3 B,x,,9.760416666666666,-0.5,390.0,30,L0,,,,,,,,,,,,,,,80.0,484.0,,2011.0,UNCON,,9.76030707026,-0.50010569057,0.0056627,0.0032916,76.53,2542954925127212416,9.76044901085,0.2531,-0.50018700006,0.1249,1.8768,0.2743,6.8421,36.804,31.935,0.348,-18.295,0.215,377,1.7293,437.33,0.4,0.7389,31,,,15,1.063,false,553.528,1.16328,18.829517,386.039,8.49582,18.871964,228.243,18.851904,1.11,0.02006,,,0,,,107400097603620277,1237656971300634730,13492038,,0.003577,0.024057,0.02748,18.829517,0.003577,553.528,-0.045,5.56,3.4623,0.2499,0.548111
DENIS-P J0230450?095305,,J02304498-0953050,37.6875,-9.884722222222221,30.86,3.52,L0,,,,,18.24,14.68,13.91,13.4,12.99,12.94,12.7,11.9,1650,1.0,,,,2010.0,,,37.68750117236,-9.88479855467,0.0081828,0.0069603,112.55,5175327809475722624,37.68818669545,0.419,-9.88499169482,0.35,33.833,0.4695,72.0631,158.045,151.953,0.51,-43.456,0.447,172,-0.7875,185.65,0.0,0.0,95,0.9629,0.1048,16,0.955,false,268.603,1.25305,19.614592,31.6119,9.40195,21.588917,471.648,18.06385,1.874,3.525066,,,0,,,96130376880898508,,15334094,,0.005766,0.32293,0.027665,19.589001,0.005663,275.009,0.317,8.0146,7.1532,-0.1144,0.274828
2MASS J02340093-6442068,,J02340093-6442068,38.50375,-64.70194444444445,67.0,?,L0,,,,,,15.33,14.44,13.85,,13.25,12.91,12.62,,,,,,2010.0,,,38.50389901866,-64.70196015097,0.0119494,0.0103061,6.34,4697085327076101760,38.5048123588,0.5914,-64.70198204606,0.5244,20.8101,0.6221,33.454,87.954,87.816,0.653,-4.926,0.754,295,3.2003,419.12,2.76,4.251,95,1.0104,0.1421,23,1.135,false,152.475,0.901595,20.22937,34.4845,12.2088,21.494482,284.8,18.611544,2.094,2.882938,,,0,,,,,,,0.006986,0.3844,0.02665,20.205451,0.006858,155.871,0.63,10.3277,11.9307,0.0326,0.236117
2MASS J02265658-5327032,,J02265658-5327032,36.73583333333333,-53.450833333333335,,,L0,,,,,,15.4,,,,,,,1700,1.59,14.0,,,,,,36.73582368322,-53.45087919063,0.0097492,0.0074086,165.91,4744825404693448320,36.73651358578,0.3494,-53.45096266595,0.3754,21.7649,0.4352,50.0107,94.329,92.44,0.474,-18.782,0.594,308,2.6174,419.07,1.936,3.462,95,1.0825,0.1218,25,1.107,false,174.894,0.992772,20.080433,44.9824,4.87155,21.205936,266.943,18.681847,1.784,2.52409,,,0,,,,,503597206,,0.006751,0.117617,0.032789,20.062359,0.006658,177.829,0.373,7.5675,9.6264,-0.1302,0.166378
2MASS J21402931+1625183 B,x,J21402931+1625183,325.1220833333333,16.421666666666667,30.77,1.04,L0,,,,,16.4,14.15,13.44,12.97,12.83,,,,2075,0.92,50.0,3.61,20.1,2003.0,,,325.12217462784,16.42169365964,0.0073711,0.0065876,96.41,1773355403397635968,325.12181000972,0.3416,16.42132948058,0.3342,30.5098,0.402,75.9015,113.608,-78.692,0.456,-81.94,0.405,258,44.1425,5442.61,3.498,215.9,95,1.1316,0.0793,17,3.511,false,1945.15,11.9485,17.464983,66.2362,5.52752,20.785803,3831.11,15.789582,2.004,4.996221,,,0,,,127703251218956229,1237680296729706792,,533617760,0.007216,0.090649,0.007033,17.439392,0.007073,1991.54,0.244,7.3618,6.5979,-0.025,0.32989
2MASS J02235464-5815067,,J02235464-5815067,35.9775,-58.25194444444445,47.0,6,L0,,,,,,15.07,14,13.42,,12.82,12.43,11.64,,,,,,2008.0,,,35.97772491641,-58.2518422861,0.0083397,0.0079928,112.65,4738287468036620160,35.97861369517,0.4013,-58.25191536157,0.3716,25.1685,0.4443,56.646,106.501,105.224,0.513,-16.441,0.503,379,2.8003,510.11,2.346,3.678,95,1.1393,0.1158,28,1.103,false,145.602,0.865434,20.279451,44.3203,6.70959,21.222034,290.865,18.588665,2.302,2.633369,,,0,,,,,503447329,,0.007017,0.164392,0.027135,20.259508,0.006909,148.301,0.876,8.2892,8.0452,-0.0302,0.562828
2MASS J17312974+2721233,,J17312974+2721233,262.87416666666667,27.35638888888889,12.0,1,L0,,,17.6,,14.9,12.09,11.39,10.91,,,,,2000,1.34,,,,2002.0,,,262.87392699074,27.3564556687,0.0014822,0.0012202,14.48,4595127343251508992,262.87347558222,0.0584,27.35533010371,0.0708,83.654,0.085,983.9903,268.839,-90.208,0.077,-253.252,0.091,478,4.5537,1781.69,0.804,35.04,95,1.0993,0.0188,30,1.151,false,3566.03,4.49966,16.806904,156.481,9.62979,19.85239,6352.71,15.240498,1.825,4.611893,,,0,,,140822628736437491,1237665569304216207,,587220533,0.003077,0.066874,0.004406,16.781313,0.003063,3651.08,0.12,1.2382,1.4672,0.0944,0.803163
2MASS J17312974+2721233,,J17312974+2721233,262.87416666666667,27.35638888888889,12.0,1,L0,,,17.6,,14.9,12.09,11.39,10.91,,,,,2000,1.34,,,,2002.0,,,262.87485712112,27.35603298542,0.001976,0.0015574,21.79,4595127338954865920,262.87484462489,0.0781,27.35601302535,0.0963,0.2927,0.1141,2.5649,5.139,-2.497,0.101,-4.491,0.119,473,-0.4628,472.49,0.0,0.0,31,,,30,0.984,false,815.693,0.97006,18.40855,432.206,6.14999,18.749313,549.328,17.898315,1.203,0.850998,,,0,,,140822628748547826,1237665569304216208,,587220537,0.003043,0.015699,0.015336,18.40855,0.003043,815.693,-0.0,1.6215,1.9237,0.1634,2.552522
SDSSp J030321.24-000938.2,,J03032123-0009378,45.83833333333333,-0.16055555555555556,76.0,5,L0,,,,,,16.12,15.61,14.88,,14.65,14.22,12.45,,,,,,2000.0,,,45.83852744352,-0.16063959215,0.022444,0.0178176,50.32,3266546344865385728,45.83857619571,0.8209,-0.16059800524,0.9276,10.3735,1.1347,9.1424,14.418,10.969,1.287,9.357,1.221,144,1.7901,179.99,2.682,1.843,95,1.5532,0.2499,12,1.107,false,104.929,1.044,20.635122,27.0071,6.08269,21.759848,191.747,19.041075,2.085,2.718773,,,0,,,107800458385247757,1237666300553659295,21597942,,0.011148,0.244552,0.06409,20.613765,0.010945,107.014,0.646,20.6828,19.8348,0.2231,0.761471
SDSSp J033017.77+000047.8,,J03301774+0000477,52.57375,0.013333333333333334,91.0,1,L0,,,,,,16.52,15.88,15.53,,,,,,,,,,2000.0,,,52.5737978749,0.01298821499,0.0035043,0.002448,75.35,3264210367987143296,52.5737978749,3.4465,0.01298821499,2.5288,,,,,,,,,61,4.011,109.03,7.166,3.016,3,,,6,,false,61.7819,1.48607,21.210215,46.5855,23.664,21.167915,101.837,19.72813,2.402,1.439785,,,0,,,,,,,0.026261,0.551526,0.066361,21.210215,0.026261,61.7819,1.139,3.4465,2.5288,0.1765,1.254323
SSSPM J0134-6315,,J01333248-6314415,23.385416666666668,-63.245,36.0,2,L0,,,,,,14.51,14.02,13.7,,,,,,,,,,2002.0,,,23.38530860097,-63.2448900361,0.0022098,0.0018727,88.31,4712132354155559040,23.38607572794,0.1065,-63.24524056154,0.0934,13.808,0.1175,117.5587,110.715,77.702,0.137,-78.868,0.117,368,1.0879,456.45,0.5,2.279,31,,,27,1.04,false,1024.78,1.33228,18.160791,87.9914,9.26881,20.477442,1579.9,16.75132,1.628,3.726122,,,0,,,,,499236647,,0.003096,0.114403,0.007832,18.160791,0.003096,1024.78,0.043,2.2095,1.873,0.0098,0.43288
DENIS-P J2150133?661036,,J21501324-6610366,327.555,-66.17694444444444,16.5,2.9,L0,,,,,17.23,13.86,13.11,12.65,12.55,,,,,,,,,2010.0,,,327.55518252146,-66.17684675652,0.0030972,0.0021142,159.89,6398883620384263552,327.55432510945,0.1175,-66.17661708794,0.1513,35.0111,0.184,190.2304,93.5,-77.922,0.141,51.676,0.184,473,4.5704,826.04,1.117,9.24,95,1.1215,0.037,28,1.152,false,747.95,1.36763,18.502686,52.9103,7.95695,21.029694,1362.83,16.911789,1.893,4.117905,,,0,,,,,486530534,,0.003396,0.163303,0.008026,18.477095,0.003369,765.788,0.257,2.2529,2.9978,-0.2449,0.440585
2MASS J03231002-4631237,,J03231002-4631237,50.791666666666664,-46.52333333333333,54.0,7,L0,,,,,,15.39,14.32,13.7,,13.08,12.67,11.94,,,,,,1999.0,,,50.79171037346,-46.52321745913,0.0168931,0.0102175,137.22,4846216555917018624,50.79226294567,0.6814,-46.52325000781,0.6016,23.4134,0.6966,33.6106,85.859,85.546,0.875,-7.323,0.892,304,3.7347,456.81,3.39,4.346,95,1.1009,0.1648,23,1.156,false,115.686,1.18422,20.529163,26.1253,4.32865,21.795887,203.949,18.974092,1.989,2.821795,,,0,,,,,504387534,,0.011451,0.179915,0.050637,20.506171,0.011225,118.162,0.534,13.7071,14.2087,-0.4632,0.430967
