Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J12363238-6536355,,J12363238-6536355,189.135,-65.61,71.94,14.72,M7.5,,,20.08,,18.27,15.28,14.43,13.99,,,,,,,,,,2012.0,UNCON,,189.13494124345,-65.60986087486,0.0034697,0.0028447,27.22,5860265756212539648,189.13516855902,0.1532,-65.60998835842,0.1516,4.2581,0.1892,22.5,35.621,21.121,0.186,-28.684,0.209,372,1.278,504.6,0.946,4.116,95,1.1347,0.0428,25,1.047,false,537.762,1.02064,18.860891,46.2031,5.21878,21.176865,791.266,17.50209,1.557,3.674774,,,0,,,,,391096082,,0.003441,0.122669,0.008684,18.8353,0.003412,550.588,-0.02,2.9863,3.3486,0.1605,0.50841
CFHT-Tau 5,,J04325026+2422115,68.20958333333333,24.37,130.0,2,M7.5,,,23.37,,18.79,13.96,12.22,11.28,,,,,2690,,46.0,,,,,,68.20944607616,24.36990622048,0.0424406,0.0263136,57.68,147801270743616896,68.20947772637,1.6771,24.36979697594,0.9641,10.2637,1.8521,5.5416,25.422,6.487,2.395,-24.58,1.987,171,5.317,296.29,5.809,5.648,95,0.6802,0.3435,12,1.304,false,98.5881,0.927163,20.702806,54.0753,19.466,21.006044,218.725,18.898151,2.767,2.107893,,,0,,,137240682094324351,1237660758925247061,,,0.010576,0.390852,0.077726,20.69211,0.010479,99.5641,1.417,38.5264,31.7699,0.4093,0.562643
2MASS J13580761-5946451,,J13580761-5946451,209.53166666666667,-59.77916666666667,74.73,12.37,M7.5,,,20.24,,18.17,15.25,14.27,13.73,,,,,,,,,,2012.0,UNCON,,209.53172280647,-59.77920505677,0.0050488,0.0041244,20.91,5867520918049645568,209.53167287047,0.1798,-59.77921657025,0.2359,0.3782,0.3049,1.2407,6.22,-5.655,0.266,-2.591,0.31,445,-0.1944,479.56,0.0,0.0,95,1.2206,0.055,23,0.993,false,304.695,0.826648,19.477703,31.7651,3.20186,21.583666,475.869,18.054176,1.666,3.52949,,,0,,,,,329521620,,0.004033,0.109475,0.011141,19.452112,0.003984,311.962,0.108,4.2533,4.9407,0.1345,0.171606
2MASS J12105463-5252444,,J12105463-5252444,182.7275,-52.87888888888889,74.28,12.77,M7.5,,,,,18.17,15.25,14.59,14.17,,,,,,,,,,2012.0,UNCON,,182.72764008966,-52.87900317622,0.0077953,0.0048122,36.73,6125093409625994112,182.72692404484,0.29,-52.87910312821,0.3267,14.9967,0.4952,30.2813,99.797,-97.23,0.376,-22.489,0.424,522,3.7837,755.95,2.165,5.941,95,1.0451,0.0736,26,1.119,false,214.785,1.76578,19.857357,48.7065,6.6533,21.119576,380.051,18.29829,1.996,2.821285,,,0,,,,,322708864,,0.009342,0.148338,0.031289,19.834373,0.009163,219.38,0.542,6.0504,6.8787,0.4331,0.511774
2MASS J12105463-5252444,,J12105463-5252444,182.7275,-52.87888888888889,74.28,12.77,M7.5,,,,,18.17,15.25,14.59,14.17,,,,,,,,,,2012.0,UNCON,,182.7267664377,-52.87841558686,0.0020173,0.0013995,42.29,6125093405318211968,182.72671126845,0.0809,-52.87843388897,0.0863,0.1305,0.1388,0.9401,8.549,-7.491,0.105,-4.118,0.11,562,-0.9671,547.29,0.0,0.0,31,,,25,0.971,false,934.135,1.02033,18.261343,444.969,5.67206,18.717718,718.081,17.607462,1.245,1.110256,,,0,,,,,,,0.003,0.014118,0.017199,18.261343,0.003,934.135,0.018,1.7072,1.7646,0.3488,2.333083
2MASS J06495677-2104472,,J06495677-2104472,102.48666666666666,-21.079722222222223,70.79,14.74,M7.5,,,,,18.26,15.26,14.47,13.93,,,,,,,,,,2012.0,UNCON,,102.48651442678,-21.07975358528,0.0056706,0.0035744,2.67,2926198365938448384,102.48557862404,0.194,-21.0789872832,0.3018,16.8363,0.3788,44.4434,261.394,-196.465,0.221,172.419,0.352,693,4.1061,991.41,1.76,5.063,95,1.0892,0.0665,26,1.112,false,246.415,0.665252,19.708197,38.3726,4.38844,21.378489,435.574,18.15024,1.923,3.228249,,,0,,,,,49424176,,0.004023,0.1242,0.013,19.682606,0.003973,252.292,0.409,3.5803,5.6669,0.0444,0.523703
UScoCTIO 109 B,x,,240.32958333333335,-23.110833333333336,145.0,2,M7.5,,,,,,,,,,,,,,,42.0,4.9,46.0,,,,240.32979859513,-23.11095898801,0.003046,0.0019411,109.04,6243132751731497728,240.32971893126,0.1401,-23.11107102805,0.1047,8.3087,0.1473,56.4039,30.121,-16.486,0.184,-25.209,0.136,342,2.5895,549.54,0.569,5.786,31,,,16,1.1,false,1807.62,3.00135,17.544598,112.656,7.69829,20.20916,2944.31,16.075436,1.691,4.133724,,,0,,,80262403297707101,,167324339,,0.003293,0.074246,0.005196,17.544598,0.003293,1807.62,0.053,2.9481,2.0867,-0.2763,0.84418
2MASS J06512977-1446150,,J06512977-1446150,102.87416666666667,-14.770833333333334,37.1,3.6,M7.5,,,,,,13.81,13.08,12.66,,,,,,,,,,2012.0,UNCON,,102.87407037789,-14.77082753116,0.0032619,0.002699,152.34,2948849916085659648,102.87428297995,0.1224,-14.77049695402,0.1459,24.2886,0.1758,138.1545,87.589,46.255,0.176,74.38,0.195,266,1.7782,536.18,0.979,9.701,95,1.0643,0.0349,18,1.078,false,1241.64,2.67514,17.95238,76.8237,9.15084,20.624804,2129.52,16.42719,1.777,4.197613,,,0,,,90271028741745275,,50936893,,0.003614,0.129357,0.007691,17.926789,0.003579,1271.25,0.129,2.8298,3.1491,-0.1548,0.335835
DENIS-P J160603.9-205644,,J16060391-2056443,241.51625,-20.945555555555554,,,M7.5,,19.43,,17.18,,13.53,12.91,,12.48,,,,,,40.0,,,,UNCON,,241.51632077829,-20.94567841648,0.0037982,0.0022435,99.5,6243996555553639424,241.51626450644,0.1534,-20.94577684014,0.1103,7.1173,0.1769,40.2283,25.104,-11.825,0.235,-22.145,0.148,324,2.1967,514.0,0.691,5.657,31,,,16,1.087,false,1319.62,2.43416,17.886246,70.3566,6.3336,20.72028,2251.89,16.36653,1.76,4.35375,,,0,,,82862415163255422,,167778741,,0.003406,0.097779,0.007373,17.886246,0.003406,1319.62,0.09,3.7643,2.2999,-0.1766,0.502251
2MASS J11162997-6403082,,J11162997-6403082,169.125,-64.05222222222221,85.87,17.31,M7.5,,,20.51,,18.63,15.65,14.95,14.48,,,,,,,,,,2012.0,UNCON,,169.12487091593,-64.0523001539,0.0037991,0.0031241,82.0,5240565437835123328,169.1247209676,0.1865,-64.05230601693,0.1747,2.2321,0.2112,10.5695,14.821,-14.762,0.232,-1.319,0.195,379,-0.0471,436.56,0.512,0.6943,95,1.155,0.0535,26,0.997,false,398.378,1.02923,19.186628,44.2493,6.44354,21.223778,583.353,17.833067,1.575,3.390711,,,0,,,,,445681128,,0.003932,0.158129,0.010497,19.161037,0.003886,407.879,0.037,3.7872,3.1386,0.0542,0.346488
2MASS J13201384-4842117,,J13201384-4842117,200.0575,-48.70333333333333,71.37,8.93,M7.5,,,,,18.37,15.24,14.46,14.0,,,,,,,,,,2012.0,UNCON,,200.0576930544,-48.7032775617,0.0096206,0.0080765,86.94,6083340069730422528,200.05748288987,0.5394,-48.70336648959,0.4009,8.068,0.5801,13.9082,37.071,-31.207,0.593,-20.009,0.503,230,3.136,350.37,2.431,6.049,95,0.7233,0.1484,16,1.15,false,208.183,0.961401,19.891253,34.6434,9.07635,21.489492,430.0,18.164225,2.232,3.325268,,,0,,,,,320234012,,0.005721,0.28447,0.01875,19.865662,0.005619,213.149,0.703,9.6165,8.0814,0.0188,0.500688
2MASS J08584640-4345473,,J08584640-4345473,134.69333333333333,-43.76305555555555,70.97,11.97,M7.5,,,,,19.49,15.26,14.37,13.84,,,,,,,,,,2012.0,UNCON,,134.69314434511,-43.7632732348,0.0066244,0.0053732,90.06,5331828545066923904,134.69310168038,0.2986,-43.76325631281,0.2654,0.8167,0.3348,2.439,7.91,-6.933,0.418,3.807,0.334,342,1.726,443.44,1.43,2.845,95,1.1062,0.0974,25,1.066,false,245.516,0.881659,19.712168,39.537,5.8572,21.346033,398.208,18.247622,1.783,3.098412,,,0,,,,,,,0.004774,0.16087,0.026497,19.686577,0.0047,251.372,0.287,6.6244,5.3732,-4.0E-4,0.92495
2MASS J08193434-4706133,,J08193434-4706133,124.89291666666666,-47.103611111111114,46.41,8.5,M7.5,,,19.57,,17.22,14.27,13.59,13.16,,,,,,,,,,2012.0,UNCON,,124.89308634164,-47.10369539897,0.0033462,0.0027797,107.18,5516632329165916928,124.89256979524,0.1513,-47.10318870045,0.1501,20.5132,0.1693,121.191,138.766,-79.11,0.206,114.007,0.174,296,0.1301,378.34,0.729,2.467,31,,,24,1.004,false,732.431,1.66139,18.52545,43.0813,6.75302,21.25282,1244.15,17.01071,1.757,4.242109,,,0,,,,,443649080,,0.003696,0.170213,0.010736,18.52545,0.003696,732.431,0.104,3.3007,2.8337,-0.1047,0.514727
2MASS J06450029-2333259,,J06450029-2333259,101.25125,-23.557222222222222,85.56,14.27,M7.5,,,,,18.46,15.55,14.97,14.38,,,,,,,,,,2012.0,UNCON,,101.25122802855,-23.55724262681,0.0075946,0.0058846,175.11,2925221552935561984,101.25086836304,0.2596,-23.55786953135,0.4294,11.5814,0.599,19.335,159.37,-74.181,0.368,-141.053,0.474,547,4.1236,758.99,2.025,3.696,95,1.2402,0.1025,24,1.127,false,144.264,0.574887,20.289474,27.7809,3.33625,21.729176,271.814,18.662214,2.077,3.066961,,,0,,,79731012510031152,,48966312,,0.005129,0.130417,0.02009,20.263883,0.005045,147.704,0.586,5.8988,7.5836,-0.0437,0.103213
2MASS J08564175-2408017,,J08564175-2408017,134.17416666666668,-24.133888888888887,65.29,12.96,M7.5,,,,,18.03,15.05,14.44,13.86,,,,,,,,,,2012.0,UNCON,,134.17395997769,-24.13382810649,0.0066021,0.0055267,81.43,5652858864905397760,134.17398973258,0.2937,-24.13396199432,0.2171,13.5349,0.4337,31.2058,30.738,6.11,0.407,-30.125,0.343,462,3.1479,687.33,1.736,6.301,95,0.9088,0.0763,18,1.105,false,267.621,0.723735,19.618565,37.9667,6.59553,21.390036,473.442,18.059729,1.911,3.330307,,,0,,,79031341740059573,,47864937,,0.004027,0.188633,0.012623,19.592974,0.003977,274.004,0.382,6.5801,5.5529,0.0526,0.713428
2MASS J00413538-5621127 A,x,J00413538-5621127,10.3975,-56.353611111111114,15.0,1,M8,,,,,14.69,12.37,11.75,11.32,10.86,,,,2600,,30.0,,,1995.0,,,10.39744264532,-56.35357562837,0.0118887,0.0093575,159.81,4920330653311504256,10.39834693522,0.4966,-56.35383860989,0.5234,27.2159,0.7074,38.4757,127.318,112.733,0.601,-59.17,0.724,421,157.3709,100655.02,7.254,3475.0,31,,,29,9.984,false,4958.59,31.6222,16.44897,265.61,9.18289,19.27793,10095.2,14.737609,2.089,4.54032,,,0,,,,,503231958,,0.007452,0.03764,0.004812,16.44897,0.007452,4958.59,0.394,9.6938,11.6161,-0.1547,0.171478
MBO 140,,J03293387+3120362,52.39125,31.343333333333334,300.0,20,M8,,,,20.38,,16.56,15.68,,15.48,,,,2550,,,,,2012.0,UNCON,,52.39119290765,31.34333675337,0.0071737,0.0027323,79.33,121394536202881664,52.39119290765,7.0678,31.34333675337,2.9957,,,,,,,,,45,2.5016,65.87,7.26,2.352,3,,,5,,false,70.506,1.79595,21.066801,35.5457,6.8684,21.461576,141.115,19.373959,2.506,2.087618,,,0,,,145610523911462636,,,,0.027793,0.209813,0.134226,21.066801,0.027793,70.506,1.159,7.0678,2.9957,0.3781,0.175969
2MASS J09283348-5739459,,J09283348-5739459,142.13958333333332,-57.66277777777778,60.4,13.95,M8,,,20.04,,17.8,14.99,14.22,13.76,,,,,,,,,,2012.0,UNCON,,142.13952231971,-57.6628047045,0.0050188,0.0035083,50.98,5306534971560503808,142.1388148216,0.1987,-57.6624669962,0.2012,13.0748,0.2187,59.7728,114.123,-85.149,0.276,75.985,0.255,267,-1.2275,302.99,0.556,0.9281,95,1.0593,0.061,21,0.946,false,429.533,1.177,19.104876,36.5417,4.93024,21.431568,717.225,17.608757,1.755,3.822811,,,0,,,,,455603589,,0.004055,0.146515,0.009721,19.079285,0.004004,439.777,0.158,4.4813,4.1731,0.3369,0.152318
USco J155419.99-213543.1,,,238.58333333333334,-21.595277777777778,145.0,15,M8,,,,,,14.93,14.28,13.71,,,,,2710,,25.0,,,,,,238.5832857735,-21.59524769239,0.0101968,0.0054349,85.04,6240562982597274880,238.58321089644,0.5205,-21.59535514793,0.2915,7.3745,0.5846,12.6139,28.809,-15.665,0.634,-24.177,0.352,298,3.2763,442.26,1.973,5.246,95,1.1163,0.0898,16,1.137,false,295.71,0.966455,19.510202,33.8518,5.19747,21.514587,528.336,17.94062,1.901,3.573967,,,0,,,82082385832375968,,167348523,,0.004493,0.166723,0.014925,19.484611,0.004428,302.763,0.337,10.1695,5.4858,0.1149,0.192547
SONYC-NGC1333-16,,J03292815+3116285,52.3675,31.27472222222222,300.0,20,M8,,,,16.93,,13.05,12.5,,12.09,,,,2740,,,,,2012.0,UNCON,,52.36731028728,31.27460498907,0.0023692,0.0017762,80.79,121393166108583808,52.36734385531,0.1173,31.27455720009,0.0885,3.3181,0.1301,25.5025,12.541,6.455,0.148,-10.753,0.114,233,4.5342,492.03,0.688,10.32,31,,,15,1.218,false,2748.89,15.5675,17.089472,164.895,8.91929,19.79552,4439.78,15.629493,1.675,4.166028,,,0,,,145530523673090085,,,607033783,0.006738,0.058794,0.016325,17.089472,0.006738,2748.89,0.032,2.3559,1.7939,0.0919,0.720312
PYC J11519+0731 B,x,,177.98666666666668,7.523888888888889,37.0,6,M8,,,,,,14.22,13.5,13.13,,,,,,,52.0,18.0,,,UNCON,,177.98676164814,7.52403548996,5.053E-4,3.391E-4,112.34,3899393459350372224,177.98619476241,0.0231,7.52367245146,0.0211,19.7052,0.028,703.5329,150.539,-126.451,0.03,-81.684,0.023,211,3.6414,1103.06,0.174,34.39,31,,,14,1.183,false,514779.0,1114.63,11.408315,125264.0,1178.21,12.59398,589923.0,10.320908,1.389,2.273072,,,0,,,117021779862208727,1237661971719389233,112078104,488153841,0.003622,0.010587,0.006964,11.408315,0.003622,514779.0,0.016,0.4848,0.3678,-0.2766,0.627255
CFHT-Pl-17,,J03430016+2443525,55.75083333333333,24.731388888888887,136.2,1.2,M8,,,,,18.8,16.0,15.36,,15.03,,,,,,54.0,,,,UNCON,,55.75069373372,24.73128721045,0.0166758,0.0102205,86.57,68318086273228416,55.75080327052,0.739,24.73108262805,0.52,7.1339,0.8657,8.2405,51.186,22.385,1.038,-46.031,0.654,218,0.7062,255.31,0.0,0.0,95,1.1155,0.1836,15,1.033,false,133.868,0.944302,20.370672,15.9312,3.27793,22.33292,220.129,18.891201,1.763,3.441719,,,0,,,137670557507697868,,,,0.008139,0.223413,0.038498,20.345081,0.007972,137.061,0.218,16.6571,10.2508,0.0607,0.585104
2MASS J11104006-7630547,,J11104006-7630547,167.66708333333332,-76.51527777777778,60.0,15,M8,,,20.02,,18.22,14.57,13.85,13.34,,,,,2710,,32.0,,,2005.0,UNCON,,167.66688280676,-76.5152156956,0.0038604,0.003333,18.35,5201351978398443136,167.66645831082,0.1799,-76.5152118606,0.1712,5.2301,0.191,27.3823,22.289,-22.272,0.211,0.863,0.239,321,0.9556,403.94,0.542,0.9222,95,1.1553,0.0536,26,1.037,false,438.063,1.08727,19.083527,39.6346,4.73738,21.343357,764.499,17.539454,1.836,3.803904,,,0,,,,,460065841,,0.003854,0.129804,0.0103,19.057936,0.00381,448.51,0.241,3.389,3.8114,0.0878,0.279799
2MASS J07292810-4931489,,J07292810-4931489,112.36708333333333,-49.530277777777776,72.13,17.1,M8,,,,,18.45,15.39,14.81,14.26,,,,,,,,,,2012.0,UNCON,,112.36711708162,-49.5302672538,0.0070825,0.0063339,21.24,5505879178454935040,112.36687370692,0.2984,-49.53082186834,0.3271,14.7916,0.331,44.6894,129.751,-35.541,0.4,-124.788,0.432,316,2.3144,393.81,1.23,1.528,95,1.2996,0.0874,28,1.093,false,227.234,0.995472,19.796186,31.8184,5.16278,21.581844,381.6,18.293875,1.819,3.28797,,,0,,,,,470250700,,0.005497,0.176191,0.01964,19.770595,0.005401,232.653,0.296,6.4371,6.9888,0.0754,0.087484
PPl 15 B,x,,57.01958333333334,23.65833333333333,136.2,1.2,M8,,,,,,,,,,,,,,,63.0,0.03,0.0159,,,,57.01941055326,23.6584217121,0.0084199,0.0052845,71.61,65000073712701056,57.01950344317,0.3889,23.65822198457,0.2927,7.0616,0.4697,15.0358,48.846,19.144,0.513,-44.939,0.364,216,-0.9683,237.38,0.682,0.658,95,0.9477,0.0989,14,0.952,false,290.345,1.11519,19.53008,37.0336,7.34459,21.417053,507.424,17.984467,1.875,3.432587,,,0,,,136390570194940443,,,,0.004998,0.215344,0.016635,19.504489,0.004917,297.27,0.331,8.1621,5.6746,0.2777,0.65255
2MASS J15511814-4628250,,J15511814-4628250,237.82541666666665,-46.47361111111111,70.51,18.04,M8,,,,,19.42,15.42,14.65,14.16,,,,,,,,,,2012.0,UNCON,,237.82555228806,-46.47364717421,0.0155826,0.0093519,94.45,5987773959334815872,237.82476186551,0.659,-46.47368292774,0.3978,23.4989,0.7322,32.0948,122.744,-122.48,0.953,-8.044,0.596,290,2.3246,381.09,1.647,1.418,95,0.9919,0.1335,16,1.098,false,146.405,0.799096,20.273478,55.6575,2.12205,20.974733,254.978,18.73164,2.122,2.243094,,,0,,,,,,,0.006535,0.04149,0.033679,20.26038,0.006471,148.182,0.753,15.5525,9.4018,-0.0822,0.360437
2MASS J15511814-4628250,,J15511814-4628250,237.82541666666665,-46.47361111111111,70.51,18.04,M8,,,,,19.42,15.42,14.65,14.16,,,,,,,,,,2012.0,UNCON,,237.82558810431,-46.47315658203,0.0153153,0.0101357,90.3,5987773959333976704,237.82554812633,0.5853,-46.47316411588,0.41,1.9705,0.6997,2.8164,6.423,-6.195,0.946,-1.695,0.645,288,0.7006,318.51,0.532,0.1429,95,1.3989,0.1312,17,1.028,false,139.632,0.806961,20.324905,34.6851,5.32551,21.488184,144.403,19.348951,1.283,2.139233,,,0,,,,,,,0.006853,0.166726,0.03962,20.313655,0.006794,141.086,-0.072,15.3152,10.1358,-0.0044,1.690608
2MASS J09572731-4612287,,J09572731-4612287,149.36375,-46.20805555555556,66.87,16.77,M8,,,,,18.38,15.28,14.58,14.15,,,,,,,,,,2012.0,UNCON,,149.36378029369,-46.20800959218,0.0063684,0.0060607,50.8,5408669461363813504,149.36361731719,0.3214,-46.20799023495,0.3208,8.651,0.4173,20.7298,25.748,-25.377,0.389,4.355,0.382,375,2.5894,509.12,1.957,4.118,95,1.0918,0.0907,25,1.096,false,207.098,0.725585,19.896927,37.4536,4.60157,21.40481,371.322,18.323519,1.974,3.081291,,,0,,,,,415007399,,0.004697,0.133423,0.015562,19.871336,0.004626,212.037,0.481,6.2473,6.1854,0.0485,0.181867
CL Melotte 22 1348 B,x,J03471806+2423267,56.82541666666667,24.390833333333333,136.2,1.2,M8,,,,,,16.04,15.3,14.88,,,,,,,62.0,150.0,,2011.0,,,56.825252495,24.39076770231,6.773E-4,4.156E-4,100.8,66734720809017856,56.8253562308,0.0298,24.3905652358,0.0179,6.979,0.0305,228.9671,50.271,21.257,0.042,-45.555,0.027,184,11.3124,693.92,0.152,25.59,31,,,12,1.652,false,241705.0,234.538,12.229151,93499.0,347.239,12.911525,212749.0,11.428227,1.267,1.483297,2.82,3.75,9,4250.0,4.5,137260568253979640,,,572029226,0.00295,0.004903,0.00449,12.229151,0.00295,241705.0,-0.001,0.6699,0.4275,-0.1839,0.587842
2MASS J00192626+4614078,,J00192626+4614078,4.859583333333333,46.23555555555556,19.5,1.6,M8,20.0,,,,,12.6,11.94,11.5,11.5,,,,2600,,65.0,,,2003.0,,,4.85943453094,46.23549709532,0.0019093,0.0010371,118.98,391940577789029888,4.8602343434,0.0887,46.23511618058,0.0574,25.7435,0.1279,201.2768,151.129,124.476,0.106,-85.706,0.08,478,8.1843,1473.63,0.758,30.54,31,,,19,1.277,false,3654.58,3.00784,16.780275,156.686,7.00838,19.850965,6161.42,15.273694,1.729,4.577272,,,0,,,163480048599732986,,,682006482,0.002897,0.048644,0.004677,16.780275,0.002897,3654.58,0.028,1.7441,1.2957,-0.482,0.42613
WDS J11013-7733 B,x,J11011926-7732383,165.33083333333335,-77.5436111111111,168.0,10,M8,,,,,,,,,,,,,,,26.0,241.9,19500.0,,,,165.3309250649,-77.54375397244,0.006663,0.0050367,120.6,5201185574184171776,165.33044226785,0.2577,-77.54374773565,0.2588,5.2973,0.2733,19.3829,23.473,-23.431,0.392,1.403,0.341,346,1.6903,466.83,1.572,4.436,95,1.0762,0.071,27,1.065,false,314.578,1.28866,19.443047,,,,,,,,,,0,,,,,460161750,,0.005232,,,19.443047,0.005232,314.578,,6.2821,5.5044,-0.2411,0.51921
WDS J11013-7733 B,x,J11011926-7732383,165.33083333333335,-77.5436111111111,168.0,10,M8,,,,,,,,,,,,,,,26.0,241.9,19500.0,,,,165.32999417212,-77.54409979875,0.0032241,0.0027904,130.75,5201185574182015744,165.32952401228,0.1402,-77.5440908561,0.1422,5.3603,0.149,35.9768,22.905,-22.817,0.189,2.012,0.185,358,3.7873,701.09,1.168,9.964,95,1.0753,0.0371,28,1.145,false,862.162,2.08546,18.348394,60.666,7.21537,20.881178,1865.28,16.57104,2.234,4.310139,,,0,,,,,460161750,,0.003806,0.129163,0.016224,18.322803,0.003764,882.725,0.571,3.0469,2.9829,-0.1419,1.876069
LP 349-25 A,x,J00275592+2219328,6.982916666666666,22.325833333333332,14.37,0.19,M8,17.56,,16.0,,12.4,11.15,10.61,,10.15,,,,2780,1.27,68.0,,,1995.0,,,6.98335709942,22.32573206514,0.0079312,0.0061289,64.49,2799992744809482112,6.98524394635,0.3369,22.32490279459,0.268,70.781,0.4267,165.8734,434.789,392.717,0.471,-186.588,0.399,353,97.4209,73918.64,3.272,2425.0,31,,,19,6.439,false,19499.2,60.8175,14.962327,645.795,7.71674,18.313305,35114.0,13.384194,1.834,4.929111,,,0,,,134790069849720599,1237679477473149035,,562003011,0.004366,0.01327,0.003944,14.962327,0.004366,19499.2,0.084,7.6292,6.501,0.1986,1.511332
LP 349-25 B,x,J00275592+2219328,6.982916666666666,22.325833333333332,14.37,0.19,M8,,,,,,11.51,10.93,,10.46,,,,2640,1.21,59.0,1.86,7.31,2010.0,,,6.98335709942,22.32573206514,0.0079312,0.0061289,64.49,2799992744809482112,6.98524394635,0.3369,22.32490279459,0.268,70.781,0.4267,165.8734,434.789,392.717,0.471,-186.588,0.399,353,97.4209,73918.64,3.272,2425.0,31,,,19,6.439,false,19499.2,60.8175,14.962327,645.795,7.71674,18.313305,35114.0,13.384194,1.834,4.929111,,,0,,,134790069849720599,1237679477473149035,,562003011,0.004366,0.01327,0.003944,14.962327,0.004366,19499.2,0.084,7.6292,6.501,0.1986,1.511332
2MASS J12585142-7228055,,J12585142-7228055,194.71416666666667,-72.46833333333333,67.6,15,M8,,,,,,15.2,14.54,14.1,,,,,,,,,,2012.0,UNCON,,194.71423947643,-72.46819375838,0.0060401,0.0048333,8.71,5838916199636235264,194.71158442401,0.2514,-72.46854895156,0.2809,15.3836,0.3213,47.8746,196.9,-179.954,0.3,-79.914,0.375,420,3.4772,591.84,1.666,3.92,95,1.1764,0.0767,27,1.122,false,251.629,0.796075,19.685467,26.5102,3.81804,21.780008,445.822,18.124992,1.877,3.655016,,,0,,,,,397656027,,0.004403,0.156394,0.012397,19.659876,0.004341,257.63,0.302,4.8644,6.0151,0.0671,0.508636
LP 771-21,,,42.170833333333334,-16.85611111111111,16.23,1.42,M8,19.97,18.84,17.7,15.92,15.27,12.55,11.87,11.42,11.45,11.17,10.98,10.8,2365,1.08,78.0,,,,,,42.17082809176,-16.85614539248,0.0025132,0.0020515,179.83,5156623295621846016,42.1706742831,0.0808,-16.85742916155,0.1104,44.6207,0.1262,353.4612,290.741,-33.12,0.128,-288.848,0.154,216,-6.343,491.83,0.642,13.5,95,1.0011,0.0281,14,0.706,false,3355.22,5.72032,16.873064,124.351,10.6478,20.101921,5913.35,15.318312,1.799,4.783609,,,0,,,87770421706761702,1237667244869091551,14695587,,0.003319,0.09301,0.004852,16.847473,0.003296,3435.24,0.07,2.0515,2.5132,-0.0012,0.124727
2MASS J11114533-7636505,,J11114533-7636505,167.93875,-76.61416666666666,162.5,,M8,,,,,,,,,,,,,2800,,,,,,,,167.93879776265,-76.6139879788,0.0064144,0.0057242,15.21,5201302981411502208,167.938394651,0.2924,-76.61398711283,0.2996,5.2026,0.327,15.9089,20.999,-20.998,0.361,0.195,0.401,353,1.2807,434.06,1.301,1.948,95,1.1217,0.0948,27,1.048,false,210.278,0.805234,19.880383,39.5101,5.75282,21.346773,374.576,18.314045,1.969,3.032728,,,0,,,,,460065342,,0.004988,0.158112,0.021688,19.854792,0.004907,215.293,0.483,5.7743,6.3693,0.0577,0.644507
2MASS J12262180-7638505,,J12262180-7638505,186.59083333333334,-76.64750000000001,51.45,5.48,M8,,,,,18.08,14.62,13.94,13.52,,,,,,,,,,2012.0,UNCON,,186.59098028103,-76.64736893238,0.0037388,0.0033932,44.62,5836907662468994560,186.59008592006,0.1922,-76.64736839049,0.18,11.7876,0.214,55.0901,46.473,-46.473,0.22,0.122,0.224,324,-0.0202,414.14,0.791,1.963,95,1.0524,0.0536,25,0.998,false,437.316,1.13402,19.085377,26.2345,3.68137,21.791359,773.019,17.52742,1.828,4.263939,,,0,,,,,407165393,,0.003939,0.152382,0.008626,19.059786,0.003893,447.746,0.171,3.5679,3.5724,0.0967,0.487403
2MASS J09420802-3758418,,J09420802-3758418,145.53333333333333,-37.97833333333333,47.66,12.32,M8,,,20.42,,17.69,14.58,13.84,13.33,,,,,,,,,,2012.0,UNCON,,145.53337167728,-37.97823437064,0.0034337,0.0028685,34.53,5432748254910086400,145.53260337255,0.14,-37.97766434694,0.1605,24.0117,0.2187,109.8016,187.129,-136.263,0.191,128.256,0.201,521,-0.0313,649.74,0.806,2.34,95,1.0554,0.0454,28,0.998,false,389.435,0.819641,19.21128,33.4266,4.30104,21.52831,707.364,17.623787,1.902,3.904524,,,0,,,,,79191965,,0.00358,0.139731,0.009745,19.185689,0.003546,398.723,0.295,3.0615,3.2628,0.1665,0.372511
